timestamp,severity,source,category,description,src_ip,dst_ip,dst_port,username,hostname,url,http_method,http_status,bytes_in,bytes_out,action,event_id,label
2026-01-01T03:19:17,low,web,web_access,Unusual request pattern,183.255.249.208,10.0.0.10,443,fatima,proxy01,/en/properties,GET,200,515.89,1318.38,logged,n-10-0,0
2026-01-01T03:19:33,low,wazuh,authentication,Normal process activity,47.81.76.18,10.0.0.10,3306,service_web,proxy01,,,0,309.21,9119.93,allowed,n-10-1,0
2026-01-01T03:20:47,low,web,web_error,Application returned an error,14.214.207.90,10.0.0.10,443,fatima,web01,/properties/456,GET,302,864.12,22476.3,allowed,n-10-2,0
2026-01-01T03:21:26,medium,wazuh,system,Normal network connection,78.168.4.126,10.0.0.10,80,charlie,mail01,,,0,2379.89,6693.67,success,n-10-3,0
2026-01-01T03:23:11,low,wazuh,process,Normal network connection,148.85.224.67,10.0.0.10,53,service_web,app01,,,0,4843.32,8824.06,allowed,n-11-0,0
2026-01-01T03:23:57,low,cloudflare,web_error,Application security event,195.29.124.249,10.0.0.10,443,david,proxy01,/logout,POST,200,3528.66,5794.87,logged,n-11-1,0
2026-01-01T03:24:31,low,web,waf_event,Request rejected by policy,75.206.127.162,10.0.0.10,443,alice,web01,/assets/app.css,POST,302,3503.89,22083.61,allowed,n-11-2,0
2026-01-01T03:29:08,low,suricata,network,Scheduled maintenance,101.63.55.155,10.0.0.10,3306,emma,web02,,,0,3248.35,8296.81,logged,n-11-3,0
2026-01-01T03:50:27,high,cloudflare,waf_event,WAF challenge for automated client,16.115.60.213,10.0.0.10,443,,web01,/about,GET,429,1000,500,challenged,b-12-0,1
2026-01-01T03:50:39,medium,web,web_access,Scheduled application export,148.63.74.17,10.0.0.10,443,analyst,app01,/api/export,POST,200,1568.82,4918577.75,allowed,b-12-1,0
2026-01-01T03:50:51,medium,suricata,network,Approved vulnerability scan,100.69.199.227,10.0.0.10,8080,analyst,scanner01,,,0,0.0,0.0,allowed,b-12-3,0
2026-01-01T03:51:05,high,cloudflare,waf_event,WAF challenge for automated client,169.153.220.149,10.0.0.10,443,,web01,/en/properties,GET,429,1000,500,challenged,b-12-2,0
2026-01-01T03:51:37,medium,web,web_access,Scheduled application export,79.251.45.246,10.0.0.10,443,analyst,app01,/api/export,POST,200,1630.81,3427869.47,allowed,b-12-5,0
2026-01-01T03:51:47,medium,wazuh,authentication,Invalid password,48.28.236.146,10.0.0.20,22,charlie,app01,,,0,0.0,0.0,failed,b-12-4,0
2026-01-01T04:14:25,medium,wazuh,process,Normal database connection,108.98.30.195,10.0.0.10,3306,david,web02,,,0,2348.1,3607.82,allowed,n-13-0,0
2026-01-01T04:15:07,low,web,waf_event,Endpoint activity observed,201.106.88.1,10.0.0.10,443,bob,web02,/assets/app.js,GET,200,3123.99,12796.32,logged,n-13-1,0
2026-01-01T04:16:34,medium,web,web_access,Network event observed,208.181.136.47,10.0.0.10,443,service_web,proxy01,/logout,GET,200,4148.07,14874.05,allowed,n-14-0,0
2026-01-01T04:16:58,low,wazuh,system,Normal network connection,20.199.10.145,10.0.0.10,53,david,proxy01,,,0,1405.8,6377.25,logged,n-14-1,0
2026-01-01T04:19:22,low,web,web_access,Endpoint activity observed,73.44.177.36,10.0.0.10,443,fatima,app01,/contact,GET,201,4522.46,16326.92,allowed,n-14-6,0
2026-01-01T04:20:07,low,cloudflare,web_error,Network event observed,146.115.196.147,10.0.0.10,443,analyst,web02,/about,GET,500,4337.12,22045.56,allowed,n-14-3,0
2026-01-01T04:20:12,low,cloudflare,web_access,Unusual request pattern,219.35.115.13,10.0.0.10,443,david,app01,/api/properties,GET,201,2250.8,2688.06,served,n-14-2,0
2026-01-01T04:23:34,low,cloudflare,web_error,Request rejected by policy,73.75.252.144,10.0.0.10,443,bob,db01,/search,GET,500,3286.08,3795.17,logged,n-14-4,0
2026-01-01T04:24:59,low,web,web_access,Endpoint activity observed,16.191.59.30,10.0.0.10,443,emma,web02,/sitemap.xml,GET,201,477.86,3851.94,logged,n-14-5,0
2026-01-01T04:30:06,low,wazuh,process,Normal process activity,111.146.249.20,10.0.0.10,3306,fatima,db01,,,0,4983.87,6588.06,allowed,n-14-7,0
2026-01-01T04:43:22,low,web,web_access,Endpoint activity observed,99.8.80.21,10.0.0.10,443,analyst,mail01,/login,GET,200,1217.26,9895.89,logged,n-15-0,0
2026-01-01T04:43:57,low,wazuh,process,Normal process activity,56.76.25.192,10.0.0.10,80,service_web,proxy01,,,0,2841.53,3427.54,success,n-15-1,0
2026-01-01T04:44:17,low,web,web_access,Application security event,135.11.77.161,10.0.0.10,443,bob,db01,/images/house.jpg,POST,429,1633.02,21376.47,served,n-15-5,0
2026-01-01T04:45:28,medium,suricata,process,Normal database connection,15.149.144.127,10.0.0.10,53,admin,web02,,,0,796.82,2651.81,allowed,n-15-6,0
2026-01-01T04:46:54,medium,web,web_error,Normal application request,126.222.130.185,10.0.0.10,443,admin,web01,/,GET,200,4570.53,15005.46,allowed,n-15-2,0
2026-01-01T04:48:52,medium,cloudflare,web_access,Normal application request,107.168.246.107,10.0.0.10,443,bob,web02,/logout,GET,500,1966.12,7884.54,served,n-15-3,0
2026-01-01T04:49:19,medium,web,web_error,Application security event,156.47.242.29,10.0.0.10,443,bob,web01,/properties/456,PUT,200,1155.72,4472.41,logged,n-15-7,0
2026-01-01T04:49:34,medium,wazuh,authentication,Normal process activity,109.255.152.88,10.0.0.10,443,emma,mail01,,,0,4076.41,9733.91,allowed,n-15-4,0
2026-01-01T05:14:52,medium,suricata,system,Normal database connection,202.250.17.23,10.0.0.10,22,admin,web01,,,0,2482.47,8853.67,success,n-16-0,0
2026-01-01T05:15:26,low,suricata,authentication,Normal process activity,162.146.35.199,10.0.0.10,53,analyst,proxy01,,,0,2457.63,6834.0,success,n-16-2,0
2026-01-01T05:16:20,low,wazuh,process,Normal process activity,17.4.35.247,10.0.0.10,80,charlie,web02,,,0,625.08,3191.88,success,n-16-4,0
2026-01-01T05:16:44,low,wazuh,process,Normal process activity,207.49.68.75,10.0.0.10,80,david,db01,,,0,2147.81,9500.76,allowed,n-16-1,0
2026-01-01T05:19:03,low,web,web_access,Normal application request,63.207.166.4,10.0.0.10,443,alice,mail01,/,GET,200,444.93,22666.15,served,n-17-0,0
2026-01-01T05:19:13,low,web,waf_event,Network event observed,57.98.165.223,10.0.0.10,443,alice,db01,/sitemap.xml,GET,200,4911.91,24593.75,logged,n-17-1,0
2026-01-01T05:20:40,medium,web,web_error,Endpoint activity observed,173.139.6.214,10.0.0.10,443,service_web,web02,/robots.txt,GET,200,4598.26,15101.47,allowed,n-16-3,0
2026-01-01T05:21:37,low,cloudflare,waf_event,Normal application request,190.203.151.230,10.0.0.10,443,analyst,app01,/assets/app.js,PUT,200,814.1,16941.04,allowed,n-17-2,0
2026-01-01T05:42:35,low,web,web_error,Application returned an error,35.23.123.206,10.0.0.10,443,emma,mail01,/robots.txt,GET,200,1074.09,20920.71,allowed,n-18-0,0
2026-01-01T05:42:54,low,wazuh,system,Normal login event,100.207.212.46,10.0.0.10,53,service_web,db01,,,0,2027.33,9721.79,allowed,n-18-1,0
2026-01-01T05:51:39,low,web,waf_event,Normal application request,65.121.64.249,10.0.0.10,443,analyst,mail01,/search,POST,200,2958.35,15816.02,allowed,n-19-0,0
2026-01-01T06:16:37,low,cloudflare,web_access,Normal application request,168.107.183.32,10.0.0.10,443,emma,db01,/en/properties,POST,200,3959.64,9560.21,served,n-20-0,0
2026-01-01T06:18:19,low,cloudflare,waf_event,Request rejected by policy,28.133.71.165,10.0.0.10,443,admin,db01,/assets/app.js,GET,201,4641.46,10196.13,allowed,n-20-2,0
2026-01-01T06:18:33,medium,cloudflare,web_error,Normal application request,187.224.213.137,10.0.0.10,443,charlie,proxy01,/en/properties,PUT,404,2686.64,23642.64,logged,n-20-1,0
2026-01-01T06:46:54,critical,wazuh,process,Abnormal authentication activity,109.201.113.114,10.0.0.30,80,charlie,app01,,,0,0.0,236845.28,detected,a-21-0,1
2026-01-01T06:47:30,critical,wazuh,process,Suspicious application activity,109.201.113.114,10.0.0.30,8080,charlie,web02,,,0,0.0,235029.91,detected,a-21-2,1
2026-01-01T06:47:34,high,wazuh,process,Unusual network behavior observed,109.201.113.114,10.0.0.30,8080,service_web,app01,,,0,0.0,115360.98,detected,a-21-1,1
2026-01-01T06:47:44,critical,wazuh,process,Unusual network behavior observed,109.201.113.114,10.0.0.30,8080,fatima,mail01,,,0,0.0,122526.5,detected,a-21-5,1
2026-01-01T06:48:33,high,wazuh,process,Request blocked by security policy,109.201.113.114,10.0.0.30,443,fatima,web01,,,0,0.0,34491.94,detected,a-21-3,1
2026-01-01T06:48:50,high,wazuh,process,Repeated connection failures,109.201.113.114,10.0.0.30,8080,bob,web01,,,0,0.0,112256.15,detected,a-21-4,1
2026-01-01T07:03:40,medium,web,waf_event,Network event observed,170.39.121.26,10.0.0.10,443,analyst,proxy01,/fr/properties,GET,429,2520.38,23029.21,logged,n-22-0,0
2026-01-01T07:05:24,low,web,waf_event,Unusual request pattern,162.72.191.246,10.0.0.10,443,fatima,web01,/assets/app.css,GET,200,3265.32,24482.99,allowed,n-22-1,0
2026-01-01T07:05:55,medium,web,waf_event,Endpoint activity observed,122.15.183.11,10.0.0.10,443,emma,app01,/properties,GET,200,593.11,21109.07,served,n-22-3,0
2026-01-01T07:06:52,low,wazuh,authentication,Scheduled maintenance,141.116.112.93,10.0.0.10,53,service_web,app01,,,0,3501.37,9740.45,allowed,n-22-2,0
2026-01-01T07:09:00,low,suricata,network,Normal database connection,154.61.84.115,10.0.0.10,80,fatima,mail01,,,0,2688.82,7206.22,allowed,n-22-4,0
2026-01-01T07:12:35,medium,web,web_access,Request rejected by policy,58.158.134.133,10.0.0.10,443,bob,mail01,/properties,POST,302,2610.22,8746.6,logged,n-22-5,1
2026-01-01T07:13:46,low,suricata,process,Successful user authentication,175.208.157.71,10.0.0.10,3306,analyst,web01,,,0,3699.61,4863.67,allowed,n-22-6,0
2026-01-01T07:43:06,high,suricata,network,Multiple connection attempts,207.37.119.70,10.0.0.20,23,,web01,,,0,0.0,0.0,observed,a-23-0,1
2026-01-01T07:43:12,high,wazuh,network,Unusual network probing observed,207.37.119.70,10.0.0.20,5985,,app01,,,0,0.0,0.0,observed,a-23-1,1
2026-01-01T07:43:14,medium,suricata,network,Unusual network probing observed,207.37.119.70,10.0.0.20,8080,,web01,,,0,0.0,0.0,observed,a-23-4,1
2026-01-01T07:43:16,medium,wazuh,network,Network discovery pattern detected,207.37.119.70,10.0.0.20,443,,db01,,,0,0.0,0.0,observed,a-23-2,1
2026-01-01T07:43:27,high,wazuh,network,Network discovery pattern detected,207.37.119.70,10.0.0.20,53,,proxy01,,,0,0.0,0.0,observed,a-23-3,1
2026-01-01T07:43:30,medium,wazuh,network,Network discovery pattern detected,207.37.119.70,10.0.0.20,5432,,proxy01,,,0,0.0,0.0,observed,a-23-6,1
2026-01-01T07:43:30,medium,wazuh,network,Multiple connection attempts,207.37.119.70,10.0.0.20,1433,,mail01,,,0,0.0,0.0,observed,a-23-12,1
2026-01-01T07:43:38,medium,wazuh,network,Unusual network probing observed,207.37.119.70,10.0.0.20,25,,web01,,,0,0.0,0.0,observed,a-23-8,1
2026-01-01T07:43:41,medium,suricata,network,Multiple connection attempts,207.37.119.70,10.0.0.20,22,,mail01,,,0,0.0,0.0,observed,a-23-7,1
2026-01-01T07:43:46,high,wazuh,network,Unusual network probing observed,207.37.119.70,10.0.0.20,445,,web02,,,0,0.0,0.0,observed,a-23-5,1
2026-01-01T07:43:46,medium,wazuh,network,Multiple connection attempts,207.37.119.70,10.0.0.20,80,,mail01,,,0,0.0,0.0,observed,a-23-10,1
2026-01-01T07:43:50,medium,suricata,network,Network discovery pattern detected,207.37.119.70,10.0.0.20,3389,,db01,,,0,0.0,0.0,observed,a-23-11,1
2026-01-01T07:43:51,high,wazuh,network,Network event observed,207.37.119.70,10.0.0.20,139,,web02,,,0,0.0,0.0,observed,a-23-9,1
2026-01-01T07:49:20,low,web,waf_event,Application returned an error,133.54.136.174,10.0.0.10,443,alice,web01,/images/house.jpg,GET,301,3879.22,23845.0,served,n-24-0,0
2026-01-01T07:49:59,low,web,web_error,Network event observed,74.114.116.68,10.0.0.10,443,admin,web01,/search,GET,200,4516.47,5895.33,logged,n-24-1,0
2026-01-01T07:51:20,medium,cloudflare,waf_event,Application security event,103.161.193.208,10.0.0.10,443,emma,web02,/fr/properties,GET,200,4402.76,19298.55,allowed,n-24-2,0
2026-01-01T07:51:20,medium,web,web_error,Request rejected by policy,166.255.161.15,10.0.0.10,443,alice,mail01,/sitemap.xml,GET,302,4370.14,17443.12,allowed,n-24-3,1
2026-01-01T08:14:12,medium,cloudflare,web_error,Normal application request,104.220.193.19,10.0.0.10,443,admin,proxy01,/search,GET,500,2843.65,4763.97,allowed,n-25-0,0
2026-01-01T08:35:43,low,web,web_access,Unusual request pattern,220.100.131.209,10.0.0.10,443,emma,app01,/search,POST,200,2872.82,22810.59,allowed,n-26-0,0
2026-01-01T08:37:19,low,web,web_error,Unusual request pattern,108.229.141.37,10.0.0.10,443,emma,app01,/images/house.jpg,GET,500,2313.65,16201.66,served,n-26-1,0
2026-01-01T08:39:03,low,wazuh,system,Scheduled maintenance,131.222.82.114,10.0.0.10,80,david,web02,,,0,4170.6,4804.7,allowed,n-26-2,0
2026-01-01T08:41:13,low,web,web_access,Endpoint activity observed,111.165.231.246,10.0.0.10,443,analyst,web02,/assets/app.js,GET,400,3419.25,14810.96,allowed,n-26-3,0
2026-01-01T08:43:45,low,cloudflare,waf_event,Endpoint activity observed,123.80.55.31,10.0.0.10,443,admin,web01,/search,GET,200,2551.86,11403.38,logged,n-27-0,0
2026-01-01T08:44:02,low,cloudflare,web_error,Application returned an error,28.164.1.243,10.0.0.10,443,fatima,app01,/contact,GET,200,4533.98,16740.26,logged,n-27-1,0
2026-01-01T08:45:13,low,web,web_error,Application security event,194.190.93.159,10.0.0.10,443,service_web,mail01,/assets/app.css,GET,200,2352.26,1165.38,logged,n-27-4,0
2026-01-01T08:46:05,low,wazuh,network,Normal login event,158.147.64.237,10.0.0.10,443,bob,proxy01,,,0,2621.46,5368.59,logged,n-27-7,0
2026-01-01T08:46:21,low,web,waf_event,Authentication event,132.138.44.94,10.0.0.10,443,david,web01,/en/properties,GET,403,4197.85,7034.75,served,n-27-2,0
2026-01-01T08:48:03,low,wazuh,process,Scheduled maintenance,36.10.121.64,10.0.0.10,53,fatima,db01,,,0,1144.57,2995.5,logged,n-27-6,0
2026-01-01T08:49:36,medium,wazuh,system,Normal network connection,87.105.177.64,10.0.0.10,3306,alice,app01,,,0,2882.31,8267.65,success,n-27-3,0
2026-01-01T08:51:45,low,wazuh,authentication,Normal database connection,130.185.57.56,10.0.0.10,53,emma,mail01,,,0,1169.66,3819.96,allowed,n-27-5,0
2026-01-01T09:09:51,low,web,waf_event,Network event observed,151.255.82.164,10.0.0.10,443,david,app01,/login,POST,200,1326.93,11654.41,allowed,n-28-0,0
2026-01-01T09:10:33,medium,web,web_error,Application security event,117.52.241.123,10.0.0.10,443,admin,db01,/login,PUT,200,3103.83,2203.4,served,n-28-1,0
2026-01-01T09:11:47,low,web,web_access,Endpoint activity observed,125.248.19.35,10.0.0.10,443,admin,db01,/,GET,404,3170.95,14296.58,served,n-28-2,0
2026-01-01T09:12:00,low,web,waf_event,Application returned an error,187.147.116.116,10.0.0.10,443,david,proxy01,/login,GET,200,3945.62,6420.82,logged,n-28-3,0
2026-01-01T09:38:54,low,wazuh,process,Successful user authentication,163.17.200.156,10.0.0.10,443,service_web,web01,,,0,786.16,4081.63,allowed,n-29-0,0
2026-01-01T09:39:19,medium,web,web_access,Endpoint activity observed,211.116.137.217,10.0.0.10,443,fatima,mail01,/fr/properties,GET,201,2397.99,17871.39,served,n-29-1,0
2026-01-01T09:50:36,low,wazuh,process,Successful user authentication,104.23.175.236,10.0.0.10,3306,analyst,app01,,,0,2821.62,6060.87,allowed,n-30-0,0
2026-01-01T09:51:22,medium,cloudflare,web_error,Application returned an error,104.209.111.250,10.0.0.10,443,service_web,web01,/login,GET,200,4955.93,7212.7,allowed,n-30-1,0
2026-01-01T09:53:10,medium,wazuh,network,Normal network connection,77.253.178.237,10.0.0.10,443,fatima,db01,,,0,4726.74,1725.01,allowed,n-30-2,0
2026-01-01T09:54:06,low,wazuh,network,Normal process activity,63.239.194.253,10.0.0.10,80,alice,db01,,,0,2202.27,2472.42,success,n-30-6,0
2026-01-01T09:54:48,low,wazuh,authentication,Successful user authentication,89.46.113.216,10.0.0.10,443,fatima,app01,,,0,4051.85,8990.99,logged,n-30-4,0
2026-01-01T09:55:45,medium,web,web_access,Application security event,156.101.243.90,10.0.0.10,443,alice,proxy01,/assets/app.js,GET,302,324.42,19798.13,logged,n-30-3,0
2026-01-01T09:56:56,low,cloudflare,web_error,Authentication event,119.82.221.103,10.0.0.10,443,bob,web01,/images/house.jpg,POST,200,1846.78,2045.84,allowed,n-30-5,0
2026-01-01T09:57:49,low,web,web_error,Request rejected by policy,35.152.66.20,10.0.0.10,443,david,proxy01,/search,GET,201,4696.61,17331.09,logged,n-31-0,0
2026-01-01T09:59:03,low,web,waf_event,Endpoint activity observed,30.91.62.195,10.0.0.10,443,charlie,web02,/api/properties,GET,200,442.02,3929.47,allowed,n-31-1,1
2026-01-01T09:59:49,medium,cloudflare,web_access,Normal application request,91.97.239.32,10.0.0.10,443,fatima,app01,/properties/123,POST,200,2357.09,3421.28,logged,n-31-4,0
2026-01-01T09:59:55,low,suricata,network,Normal login event,22.132.123.100,10.0.0.10,80,emma,proxy01,,,0,1754.21,8938.47,allowed,n-31-2,0
2026-01-01T09:59:58,medium,wazuh,process,Normal network connection,124.115.4.5,10.0.0.10,443,david,mail01,,,0,4386.27,611.19,allowed,n-31-3,0
2026-01-01T10:06:34,low,wazuh,process,Normal process activity,76.99.78.117,10.0.0.10,80,service_web,db01,,,0,3442.08,8724.41,success,n-31-5,0
2026-01-01T10:09:13,low,web,waf_event,Network event observed,109.78.146.24,10.0.0.10,443,analyst,web01,/logout,GET,200,4141.33,5780.52,allowed,n-31-6,0
2026-01-01T10:35:51,low,wazuh,process,Successful user authentication,215.212.248.167,10.0.0.10,80,emma,web02,,,0,1097.69,8022.35,allowed,n-32-0,0
2026-01-01T10:36:11,low,cloudflare,waf_event,Authentication event,156.82.132.62,10.0.0.10,443,charlie,app01,/properties/456,GET,200,1959.18,17810.69,allowed,n-32-2,0
2026-01-01T10:36:58,medium,cloudflare,web_access,Normal application request,151.79.15.206,10.0.0.10,443,fatima,app01,/api/properties,GET,200,4019.94,15318.13,allowed,n-32-1,0
2026-01-01T11:02:30,low,web,waf_event,Normal application request,157.171.251.156,10.0.0.10,443,alice,app01,/en/properties,PUT,403,3417.6,2356.69,logged,n-33-0,0
2026-01-01T11:03:35,medium,web,web_error,Application returned an error,64.247.112.215,10.0.0.10,443,emma,app01,/properties/123,GET,200,1568.12,19670.76,logged,n-33-1,0
2026-01-01T11:32:28,low,suricata,authentication,Normal network connection,197.93.219.49,10.0.0.10,443,analyst,web01,,,0,3298.48,3226.88,logged,n-34-0,0
2026-01-01T11:33:04,low,web,web_error,Unusual request pattern,141.82.145.169,10.0.0.10,443,charlie,web01,/contact,GET,200,2011.32,17072.04,allowed,n-34-1,0
2026-01-01T11:35:20,medium,wazuh,process,Normal database connection,35.109.182.113,10.0.0.10,3306,admin,mail01,,,0,4325.17,574.53,logged,n-34-4,0
2026-01-01T11:35:26,medium,suricata,process,Normal process activity,179.90.76.132,10.0.0.10,80,david,app01,,,0,356.3,7538.15,success,n-34-2,0
2026-01-01T11:37:28,medium,wazuh,network,Normal login event,187.175.63.159,10.0.0.10,443,emma,web01,,,0,3834.75,6809.18,success,n-34-6,0
2026-01-01T11:37:55,medium,cloudflare,waf_event,Unusual request pattern,60.246.13.230,10.0.0.10,443,charlie,web02,/properties/123,GET,200,4213.59,24674.85,logged,n-34-3,0
2026-01-01T11:39:53,low,suricata,network,Normal login event,38.38.24.87,10.0.0.10,443,alice,web02,,,0,712.97,8031.99,success,n-34-5,0
2026-01-01T11:59:54,medium,web,web_access,Scheduled application export,29.249.214.105,10.0.0.10,443,analyst,app01,/api/export,POST,200,1007.87,11077195.52,allowed,b-35-0,0
2026-01-01T12:00:04,medium,wazuh,authentication,Invalid password,21.111.43.126,10.0.0.20,22,admin,app01,,,0,0.0,0.0,failed,b-35-1,0
2026-01-01T12:00:18,medium,web,web_access,Scheduled application export,88.0.74.244,10.0.0.10,443,analyst,app01,/api/export,POST,200,609.66,2204859.63,allowed,b-35-4,0
2026-01-01T12:00:26,medium,web,web_access,Scheduled application export,135.220.37.142,10.0.0.10,443,analyst,app01,/api/export,POST,200,945.8,8161187.65,allowed,b-35-2,0
2026-01-01T12:00:27,medium,web,web_access,Scheduled application export,86.58.14.5,10.0.0.10,443,analyst,app01,/api/export,POST,200,1034.66,5057330.82,allowed,b-35-3,0
2026-01-01T12:00:30,medium,suricata,network,Approved vulnerability scan,207.149.252.247,10.0.0.10,8080,analyst,scanner01,,,0,0.0,0.0,allowed,b-35-6,0
2026-01-01T12:00:49,medium,wazuh,authentication,Invalid password,91.215.165.251,10.0.0.20,22,emma,app01,,,0,0.0,0.0,failed,b-35-5,0
2026-01-01T12:05:18,low,wazuh,authentication,Normal process activity,209.84.225.234,10.0.0.10,53,charlie,app01,,,0,4229.63,4644.35,success,n-36-0,0
2026-01-01T12:05:42,low,cloudflare,web_access,Request rejected by policy,203.177.30.248,10.0.0.10,443,bob,proxy01,/fr/properties,GET,200,4128.44,23870.01,served,n-36-2,0
2026-01-01T12:06:56,medium,suricata,system,Scheduled maintenance,45.2.240.46,10.0.0.10,53,analyst,db01,,,0,4797.55,3256.77,allowed,n-36-1,0
2026-01-01T12:17:21,low,wazuh,authentication,Scheduled maintenance,101.250.171.134,10.0.0.10,22,bob,db01,,,0,1433.0,2586.0,logged,n-37-0,0
